event_id,session_id,student_id,app_category,duration_sec,in_focus_block,is_distractor,notify_flag,week_no
ph_00047,ses_00043,stu_0006,communication,310,true,false,false,3
ph_00048,ses_00044,stu_0006,education,422,true,false,false,4
ph_00049,ses_00045,stu_0006,game,169,true,true,false,1
ph_00050,ses_00046,stu_0006,social,139,true,true,false,2
ph_00051,ses_00047,stu_0006,communication,229,true,false,false,3
ph_00052,ses_00048,stu_0006,video,415,true,true,false,4
ph_00053,ses_00049,stu_0007,social,1370,true,true,true,1
ph_00054,ses_00049,stu_0007,other,683,true,false,false,1
ph_00055,ses_00050,stu_0007,social,1160,true,true,true,2
ph_00056,ses_00050,stu_0007,video,1459,true,true,true,2
ph_00057,ses_00050,stu_0007,social,1084,true,true,true,2
ph_00058,ses_00051,stu_0007,video,351,true,true,false,3
ph_00059,ses_00051,stu_0007,other,1438,true,true,true,3
ph_00060,ses_00052,stu_0007,other,1332,true,true,true,4
ph_00061,ses_00052,stu_0007,game,1030,true,true,true,4
ph_00062,ses_00052,stu_0007,social,1300,true,true,true,4
ph_00063,ses_00053,stu_0007,social,618,true,true,true,1
ph_00064,ses_00054,stu_0007,social,1448,true,true,true,2
ph_00065,ses_00054,stu_0007,game,1351,true,true,true,2
ph_00066,ses_00055,stu_0007,game,1025,true,true,true,3
ph_00067,ses_00055,stu_0007,social,688,true,true,true,3
ph_00068,ses_00056,stu_0007,video,1471,true,true,true,4
ph_00069,ses_00056,stu_0007,social,1416,true,true,true,4
ph_00070,ses_00056,stu_0007,social,466,true,true,false,4
ph_00071,ses_00057,stu_0008,social,797,true,true,true,1
ph_00072,ses_00057,stu_0008,social,1380,true,true,true,1
ph_00073,ses_00058,stu_0008,game,889,true,true,true,2
ph_00074,ses_00058,stu_0008,other,832,true,false,false,2
ph_00075,ses_00058,stu_0008,social,880,true,true,true,2
ph_00076,ses_00059,stu_0008,communication,612,true,false,false,3
ph_00077,ses_00059,stu_0008,game,948,true,true,true,3
ph_00078,ses_00059,stu_0008,social,1482,true,true,true,3
ph_00079,ses_00060,stu_0008,video,1176,true,true,true,4
ph_00080,ses_00060,stu_0008,other,267,true,true,false,4
ph_00081,ses_00060,stu_0008,video,800,true,true,true,4
ph_00082,ses_00061,stu_0008,communication,1182,true,false,false,1
ph_00083,ses_00061,stu_0008,video,804,true,true,true,1
ph_00084,ses_00062,stu_0008,social,357,true,true,false,2
ph_00085,ses_00063,stu_0008,social,475,true,true,false,3
ph_00086,ses_00063,stu_0008,video,839,true,true,true,3
ph_00087,ses_00064,stu_0008,social,410,true,true,false,4
ph_00088,ses_00064,stu_0008,other,661,true,true,true,4
ph_00089,ses_00065,stu_0009,game,884,true,true,true,1
ph_00090,ses_00066,stu_0009,game,1286,true,true,true,2
ph_00091,ses_00067,stu_0009,video,590,true,true,false,3
ph_00092,ses_00067,stu_0009,game,858,true,true,true,3
ph_00093,ses_00068,stu_0009,video,655,true,true,true,4
ph_00094,ses_00069,stu_0009,video,734,true,true,true,1
ph_00095,ses_00069,stu_0009,other,628,true,false,false,1
ph_00096,ses_00070,stu_0009,game,830,true,true,true,2
ph_00097,ses_00070,stu_0009,other,720,true,false,false,2
ph_00098,ses_00071,stu_0009,other,748,true,false,false,3
ph_00099,ses_00071,stu_0009,other,700,true,true,true,3
ph_00100,ses_00072,stu_0009,education,469,true,false,false,4
ph_00101,ses_00072,stu_0009,education,773,true,false,false,4
ph_00102,ses_00073,stu_0010,communication,1067,true,false,false,1
ph_00103,ses_00074,stu_0010,social,980,true,true,true,2
ph_00104,ses_00075,stu_0010,communication,569,true,false,false,3
ph_00105,ses_00075,stu_0010,video,1088,true,true,true,3
ph_00106,ses_00075,stu_0010,communication,216,true,false,false,3
ph_00107,ses_00076,stu_0010,other,958,true,false,false,4
ph_00108,ses_00076,stu_0010,game,629,true,true,true,4
ph_00109,ses_00077,stu_0010,social,601,true,true,true,1
ph_00110,ses_00078,stu_0010,video,1197,true,true,true,2
ph_00111,ses_00078,stu_0010,social,652,true,true,true,2
ph_00112,ses_00079,stu_0010,video,953,true,true,true,3
ph_00113,ses_00079,stu_0010,other,486,true,false,false,3
ph_00114,ses_00080,stu_0010,social,570,true,true,false,4
ph_00115,ses_00080,stu_0010,game,1196,true,true,true,4
ph_00116,ses_00081,stu_0011,other,301,true,false,false,1
ph_00117,ses_00082,stu_0011,communication,412,true,false,false,2
ph_00118,ses_00084,stu_0011,communication,37,true,false,false,4
ph_00119,ses_00086,stu_0011,communication,317,true,false,false,2
ph_00120,ses_00088,stu_0011,other,89,true,true,false,4
ph_00121,ses_00089,stu_0012,other,1278,true,true,true,1
ph_00122,ses_00090,stu_0012,video,1383,true,true,true,2
ph_00123,ses_00091,stu_0012,video,987,true,true,true,3
ph_00124,ses_00091,stu_0012,social,1059,true,true,true,3
ph_00125,ses_00092,stu_0012,social,546,true,true,false,4
ph_00126,ses_00093,stu_0012,video,665,true,true,true,1
ph_00127,ses_00094,stu_0012,social,1402,true,true,true,2
ph_00128,ses_00094,stu_0012,other,1069,true,false,false,2
ph_00129,ses_00094,stu_0012,social,670,true,true,true,2
ph_00130,ses_00095,stu_0012,communication,509,true,false,false,3
ph_00131,ses_00096,stu_0012,social,1198,true,true,true,4
ph_00132,ses_00096,stu_0012,social,697,true,true,true,4
ph_00133,ses_00096,stu_0012,social,1270,true,true,true,4
ph_00134,ses_00097,stu_0013,social,542,true,true,false,1
ph_00135,ses_00097,stu_0013,other,613,true,false,false,1
ph_00136,ses_00097,stu_0013,other,706,true,false,false,1
ph_00137,ses_00098,stu_0013,game,831,true,true,true,2
ph_00138,ses_00098,stu_0013,education,1045,true,false,false,2
ph_00139,ses_00098,stu_0013,video,816,true,true,true,2
ph_00140,ses_00099,stu_0013,social,1380,true,true,true,3
ph_00141,ses_00099,stu_0013,social,785,true,true,true,3
ph_00142,ses_00099,stu_0013,communication,759,true,false,false,3
ph_00143,ses_00100,stu_0013,game,919,true,true,true,4
ph_00144,ses_00100,stu_0013,video,975,true,true,true,4
ph_00145,ses_00101,stu_0013,video,1034,true,true,true,1
ph_00146,ses_00102,stu_0013,social,1294,true,true,true,2
ph_00147,ses_00102,stu_0013,video,915,true,true,true,2
ph_00148,ses_00102,stu_0013,social,584,true,true,false,2
ph_00149,ses_00103,stu_0013,video,607,true,true,true,3
ph_00150,ses_00104,stu_0013,social,752,true,true,true,4
ph_00151,ses_00104,stu_0013,education,1359,true,false,false,4
ph_00152,ses_00104,stu_0013,social,679,true,true,true,4
ph_00153,ses_00105,stu_0014,game,1161,true,true,true,1
ph_00154,ses_00105,stu_0014,education,862,true,false,false,1
ph_00155,ses_00106,stu_0014,social,971,true,true,true,2
ph_00156,ses_00107,stu_0014,video,1190,true,true,true,3
ph_00157,ses_00107,stu_0014,communication,1050,true,false,false,3
ph_00158,ses_00107,stu_0014,social,632,true,true,true,3
ph_00159,ses_00108,stu_0014,game,1451,true,true,true,4
ph_00160,ses_00108,stu_0014,social,840,true,true,true,4
ph_00161,ses_00109,stu_0014,game,990,true,true,true,1
ph_00162,ses_00109,stu_0014,social,1110,true,true,true,1
ph_00163,ses_00109,stu_0014,video,509,true,true,false,1
ph_00164,ses_00110,stu_0014,other,776,true,true,true,2
ph_00165,ses_00110,stu_0014,video,1135,true,true,true,2
ph_00166,ses_00111,stu_0014,video,875,true,true,true,3
ph_00167,ses_00111,stu_0014,video,937,true,true,true,3
ph_00168,ses_00112,stu_0014,other,797,true,false,false,4
ph_00169,ses_00112,stu_0014,game,324,true,true,false,4
ph_00170,ses_00112,stu_0014,social,851,true,true,true,4
ph_00171,ses_00113,stu_0015,communication,218,true,false,false,1
ph_00172,ses_00113,stu_0015,communication,985,true,false,false,1
ph_00173,ses_00113,stu_0015,social,365,true,true,false,1
ph_00174,ses_00114,stu_0015,video,423,true,true,false,2
ph_00175,ses_00114,stu_0015,video,950,true,true,true,2
ph_00176,ses_00115,stu_0015,other,1184,true,false,false,3
ph_00177,ses_00115,stu_0015,game,468,true,true,false,3
ph_00178,ses_00116,stu_0015,social,1092,true,true,true,4
ph_00179,ses_00116,stu_0015,communication,747,true,false,false,4
ph_00180,ses_00116,stu_0015,video,708,true,true,true,4
ph_00181,ses_00117,stu_0015,education,273,true,false,false,1
ph_00182,ses_00118,stu_0015,social,995,true,true,true,2
ph_00183,ses_00118,stu_0015,other,926,true,false,false,2
ph_00184,ses_00119,stu_0015,other,663,true,true,true,3
ph_00185,ses_00119,stu_0015,video,639,true,true,true,3
ph_00186,ses_00120,stu_0015,video,895,true,true,true,4
ph_00187,ses_00120,stu_0015,social,1029,true,true,true,4
ph_00188,ses_00120,stu_0015,video,713,true,true,true,4
ph_00189,ses_00121,stu_0016,social,669,true,true,true,1
ph_00190,ses_00121,stu_0016,social,930,true,true,true,1
ph_00191,ses_00122,stu_0016,game,526,true,true,false,2
ph_00192,ses_00123,stu_0016,education,244,true,false,false,3
ph_00193,ses_00124,stu_0016,social,1434,true,true,true,4
ph_00194,ses_00125,stu_0016,game,1271,true,true,true,1
ph_00195,ses_00125,stu_0016,social,307,true,true,false,1
ph_00196,ses_00126,stu_0016,social,1109,true,true,true,2
ph_00197,ses_00126,stu_0016,game,1420,true,true,true,2
ph_00198,ses_00127,stu_0016,game,935,true,true,true,3
ph_00199,ses_00128,stu_0016,video,1344,true,true,true,4
ph_00200,ses_00129,stu_0017,video,362,true,true,false,1
ph_00201,ses_00130,stu_0017,other,90,true,false,false,2
ph_00202,ses_00132,stu_0017,education,74,true,false,false,4
ph_00203,ses_00133,stu_0017,game,183,true,true,false,1
ph_00204,ses_00134,stu_0017,game,101,true,true,false,2
ph_00205,ses_00135,stu_0017,communication,312,true,false,false,3
ph_00206,ses_00140,stu_0018,other,424,true,false,false,4
ph_00207,ses_00141,stu_0018,education,178,true,false,false,1
ph_00208,ses_00142,stu_0018,education,382,true,false,false,2
ph_00209,ses_00143,stu_0018,social,471,true,true,false,3
ph_00210,ses_00145,stu_0019,social,1463,true,true,true,1
ph_00211,ses_00145,stu_0019,video,608,true,true,true,1
ph_00212,ses_00146,stu_0019,video,652,true,true,true,2
ph_00213,ses_00146,stu_0019,game,895,true,true,true,2
ph_00214,ses_00147,stu_0019,video,699,true,true,true,3
ph_00215,ses_00147,stu_0019,game,993,true,true,true,3
ph_00216,ses_00147,stu_0019,game,554,true,true,false,3
ph_00217,ses_00148,stu_0019,social,521,true,true,false,4
ph_00218,ses_00149,stu_0019,other,1231,true,false,false,1
ph_00219,ses_00149,stu_0019,social,1121,true,true,true,1
ph_00220,ses_00150,stu_0019,social,292,true,true,false,2
ph_00221,ses_00150,stu_0019,game,995,true,true,true,2
ph_00222,ses_00151,stu_0019,video,974,true,true,true,3
ph_00223,ses_00151,stu_0019,social,232,true,true,false,3
ph_00224,ses_00151,stu_0019,social,824,true,true,true,3
ph_00225,ses_00152,stu_0019,game,619,true,true,true,4
ph_00226,ses_00153,stu_0020,social,904,true,true,true,1
ph_00227,ses_00154,stu_0020,social,1136,true,true,true,2
ph_00228,ses_00154,stu_0020,video,1292,true,true,true,2
ph_00229,ses_00155,stu_0020,social,474,true,true,false,3
ph_00230,ses_00156,stu_0020,social,1175,true,true,true,4
ph_00231,ses_00157,stu_0020,social,865,true,true,true,1
ph_00232,ses_00158,stu_0020,game,877,true,true,true,2
ph_00233,ses_00158,stu_0020,social,743,true,true,true,2
ph_00234,ses_00158,stu_0020,social,848,true,true,true,2
ph_00235,ses_00159,stu_0020,video,1109,true,true,true,3
ph_00236,ses_00159,stu_0020,video,1340,true,true,true,3
ph_00237,ses_00160,stu_0020,other,217,true,false,false,4
ph_00238,ses_00163,stu_0021,game,415,true,true,false,3
ph_00239,ses_00164,stu_0021,video,150,true,true,false,4
ph_00240,ses_00166,stu_0021,game,98,true,true,false,2
ph_00241,ses_00167,stu_0021,education,271,true,false,false,3
ph_00242,ses_00169,stu_0022,game,622,true,true,true,1
ph_00243,ses_00169,stu_0022,game,823,true,true,true,1
ph_00244,ses_00169,stu_0022,game,1317,true,true,true,1
ph_00245,ses_00170,stu_0022,social,738,true,true,true,2
ph_00246,ses_00170,stu_0022,video,1181,true,true,true,2
ph_00247,ses_00171,stu_0022,game,879,true,true,true,3
ph_00248,ses_00171,stu_0022,communication,316,true,false,false,3
ph_00249,ses_00172,stu_0022,video,408,true,true,false,4
ph_00250,ses_00173,stu_0022,game,1071,true,true,true,1
ph_00251,ses_00173,stu_0022,social,1496,true,true,true,1
ph_00252,ses_00174,stu_0022,video,1084,true,true,true,2
ph_00253,ses_00174,stu_0022,social,634,true,true,true,2
ph_00254,ses_00174,stu_0022,game,868,true,true,true,2
ph_00255,ses_00175,stu_0022,video,1115,true,true,true,3
ph_00256,ses_00176,stu_0022,education,746,true,false,false,4
ph_00257,ses_00176,stu_0022,other,907,true,false,false,4
ph_00258,ses_00176,stu_0022,game,785,true,true,true,4
ph_00259,ses_00177,stu_0023,social,518,true,true,false,1
ph_00260,ses_00178,stu_0023,social,566,true,true,false,2
ph_00261,ses_00179,stu_0023,video,1490,true,true,true,3
ph_00262,ses_00179,stu_0023,other,490,true,true,false,3
ph_00263,ses_00179,stu_0023,other,1165,true,false,false,3
ph_00264,ses_00180,stu_0023,other,889,true,false,false,4
ph_00265,ses_00180,stu_0023,game,968,true,true,true,4
ph_00266,ses_00181,stu_0023,game,808,true,true,true,1
ph_00267,ses_00181,stu_0023,game,1484,true,true,true,1
ph_00268,ses_00181,stu_0023,social,1166,true,true,true,1
ph_00269,ses_00182,stu_0023,game,1163,true,true,true,2
ph_00270,ses_00183,stu_0023,video,1350,true,true,true,3
ph_00271,ses_00183,stu_0023,video,1159,true,true,true,3
ph_00272,ses_00183,stu_0023,game,1118,true,true,true,3
ph_00273,ses_00184,stu_0023,social,1462,true,true,true,4
ph_00274,ses_00184,stu_0023,video,249,true,true,false,4
ph_00275,ses_00184,stu_0023,social,661,true,true,true,4
ph_00276,ses_00190,stu_0025,game,68,true,true,false,2
ph_00277,ses_00192,stu_0025,education,222,true,false,false,4
ph_00278,ses_00195,stu_0025,video,214,true,true,false,3
ph_00279,ses_00196,stu_0025,education,238,true,false,false,4
ph_00280,ses_00198,stu_0026,video,460,true,true,false,2
ph_00281,ses_00202,stu_0027,social,246,true,true,false,2
ph_00282,ses_00204,stu_0027,communication,304,true,false,false,4
ph_00283,ses_00206,stu_0028,other,102,true,false,false,2
ph_00284,ses_00207,stu_0028,education,261,true,false,false,3
ph_00285,ses_00208,stu_0028,video,85,true,true,false,4
ph_00286,ses_00209,stu_0028,education,199,true,false,false,1
ph_00287,ses_00210,stu_0028,education,251,true,false,false,2
ph_00288,ses_00211,stu_0028,social,139,true,true,false,3
ph_00289,ses_00212,stu_0028,social,88,true,true,false,4
ph_00290,ses_00213,stu_0029,video,890,true,true,true,1
ph_00291,ses_00213,stu_0029,other,357,true,false,false,1
ph_00292,ses_00214,stu_0029,other,1434,true,false,false,2
ph_00293,ses_00214,stu_0029,game,1301,true,true,true,2
ph_00294,ses_00215,stu_0029,video,881,true,true,true,3
ph_00295,ses_00216,stu_0029,video,715,true,true,true,4
ph_00296,ses_00216,stu_0029,game,454,true,true,false,4
ph_00297,ses_00216,stu_0029,education,1374,true,false,false,4
ph_00298,ses_00217,stu_0029,video,849,true,true,true,1
ph_00299,ses_00218,stu_0029,game,1431,true,true,true,2
ph_00300,ses_00219,stu_0029,video,349,true,true,false,3
ph_00301,ses_00219,stu_0029,video,660,true,true,true,3
ph_00302,ses_00219,stu_0029,game,1151,true,true,true,3
ph_00303,ses_00220,stu_0029,other,875,true,true,true,4
ph_00304,ses_00220,stu_0029,video,601,true,true,true,4
ph_00305,ses_00220,stu_0029,other,1067,true,false,false,4
ph_00306,ses_00223,stu_0030,communication,433,true,false,false,3
ph_00307,ses_00225,stu_0031,social,145,true,true,false,1
ph_00308,ses_00227,stu_0031,communication,82,true,false,false,3
ph_00309,ses_00230,stu_0031,video,381,true,true,false,2
ph_00310,ses_00231,stu_0031,education,209,true,false,false,3
ph_00311,ses_00232,stu_0031,education,399,true,false,false,4
ph_00312,ses_00233,stu_0032,education,424,true,false,false,1
ph_00313,ses_00234,stu_0032,social,434,true,true,false,2
ph_00314,ses_00235,stu_0032,education,72,true,false,false,3
ph_00315,ses_00236,stu_0032,education,134,true,false,false,4
ph_00316,ses_00239,stu_0032,education,188,true,false,false,3
ph_00317,ses_00241,stu_0033,communication,155,true,false,false,1
ph_00318,ses_00244,stu_0033,social,220,true,true,false,4
ph_00319,ses_00246,stu_0033,social,263,true,true,false,2
ph_00320,ses_00250,stu_0034,education,252,true,false,false,2
ph_00321,ses_00252,stu_0034,game,429,true,true,false,4
ph_00322,ses_00254,stu_0035,education,441,true,false,false,2
ph_00323,ses_00258,stu_0036,game,100,true,true,false,2
ph_00324,ses_00260,stu_0036,education,194,true,false,false,4
ph_00325,ses_00262,stu_0037,education,390,true,false,false,2
ph_00326,ses_00263,stu_0037,other,481,true,false,false,3
ph_00327,ses_00264,stu_0037,game,299,true,true,false,4
ph_00328,ses_00267,stu_0038,social,389,true,true,false,3
ph_00329,ses_00269,stu_0038,social,207,true,true,false,1
ph_00330,ses_00271,stu_0038,game,85,true,true,false,3
ph_00331,ses_00273,stu_0039,social,364,true,true,false,1
ph_00332,ses_00274,stu_0039,social,386,true,true,false,2
ph_00333,ses_00275,stu_0039,social,322,true,true,false,3
ph_00334,ses_00276,stu_0039,communication,350,true,false,false,4
ph_00335,ses_00278,stu_0039,education,76,true,false,false,2
ph_00336,ses_00279,stu_0039,video,164,true,true,false,3
ph_00337,ses_00280,stu_0039,communication,371,true,false,false,4
ph_00338,ses_00284,stu_0040,game,264,true,true,false,4
ph_00339,ses_00285,stu_0040,social,320,true,true,false,1
ph_00340,ses_00286,stu_0040,game,304,true,true,false,2
ph_00341,ses_00289,stu_0041,other,238,true,false,false,1
ph_00342,ses_00290,stu_0041,video,289,true,true,false,2
ph_00343,ses_00291,stu_0041,communication,458,true,false,false,3
ph_00344,ses_00293,stu_0041,social,220,true,true,false,1
ph_00345,ses_00297,stu_0042,other,1262,true,false,false,1
ph_00346,ses_00297,stu_0042,social,665,true,true,true,1
ph_00347,ses_00297,stu_0042,social,463,true,true,false,1
ph_00348,ses_00298,stu_0042,social,846,true,true,true,2
ph_00349,ses_00298,stu_0042,communication,1004,true,false,false,2
ph_00350,ses_00298,stu_0042,education,593,true,false,false,2
ph_00351,ses_00299,stu_0042,other,636,true,false,false,3
ph_00352,ses_00299,stu_0042,other,1343,true,false,false,3
ph_00353,ses_00300,stu_0042,social,354,true,true,false,4
ph_00354,ses_00300,stu_0042,communication,1082,true,false,false,4
ph_00355,ses_00300,stu_0042,social,444,true,true,false,4
ph_00356,ses_00301,stu_0042,social,1492,true,true,true,1
ph_00357,ses_00301,stu_0042,social,987,true,true,true,1
ph_00358,ses_00301,stu_0042,game,1471,true,true,true,1
ph_00359,ses_00302,stu_0042,social,722,true,true,true,2
ph_00360,ses_00302,stu_0042,communication,1023,true,false,false,2
ph_00361,ses_00302,stu_0042,social,805,true,true,true,2
ph_00362,ses_00303,stu_0042,social,682,true,true,true,3
ph_00363,ses_00304,stu_0042,social,959,true,true,true,4
ph_00364,ses_00304,stu_0042,game,1381,true,true,true,4
ph_00365,ses_00305,stu_0043,social,1132,true,true,true,1
ph_00366,ses_00306,stu_0043,social,1368,true,true,true,2
ph_00367,ses_00307,stu_0043,social,202,true,true,false,3
ph_00368,ses_00308,stu_0043,communication,441,true,false,false,4
ph_00369,ses_00308,stu_0043,video,788,true,true,true,4
ph_00370,ses_00309,stu_0043,game,1318,true,true,true,1
ph_00371,ses_00309,stu_0043,social,891,true,true,true,1
ph_00372,ses_00310,stu_0043,video,1450,true,true,true,2
ph_00373,ses_00310,stu_0043,communication,703,true,false,false,2
ph_00374,ses_00311,stu_0043,social,449,true,true,false,3
ph_00375,ses_00311,stu_0043,other,546,true,false,false,3
ph_00376,ses_00311,stu_0043,social,688,true,true,true,3
ph_00377,ses_00312,stu_0043,social,293,true,true,false,4
ph_00378,ses_00312,stu_0043,video,332,true,true,false,4
ph_00379,ses_00312,stu_0043,video,256,true,true,false,4
ph_00380,ses_00313,stu_0044,game,1455,true,true,true,1
ph_00381,ses_00314,stu_0044,social,892,true,true,true,2
ph_00382,ses_00315,stu_0044,video,365,true,true,false,3
ph_00383,ses_00315,stu_0044,video,1300,true,true,true,3
ph_00384,ses_00315,stu_0044,communication,924,true,false,false,3
ph_00385,ses_00316,stu_0044,social,1321,true,true,true,4
ph_00386,ses_00317,stu_0044,social,1158,true,true,true,1
ph_00387,ses_00317,stu_0044,social,715,true,true,true,1
ph_00388,ses_00317,stu_0044,video,623,true,true,true,1
ph_00389,ses_00318,stu_0044,education,751,true,false,false,2
ph_00390,ses_00319,stu_0044,communication,1369,true,false,false,3
ph_00391,ses_00319,stu_0044,game,884,true,true,true,3
ph_00392,ses_00320,stu_0044,social,634,true,true,true,4
ph_00393,ses_00321,stu_0045,education,79,true,false,false,1
ph_00394,ses_00323,stu_0045,social,101,true,true,false,3
ph_00395,ses_00324,stu_0045,other,231,true,true,false,4
ph_00396,ses_00326,stu_0045,education,288,true,false,false,2
ph_00397,ses_00329,stu_0046,video,374,true,true,false,1
ph_00398,ses_00330,stu_0046,social,210,true,true,false,2
ph_00399,ses_00335,stu_0047,communication,470,true,false,false,3
ph_00400,ses_00339,stu_0048,education,236,true,false,false,3
ph_00401,ses_00340,stu_0048,game,415,true,true,false,4
ph_00402,ses_00345,stu_0049,social,857,true,true,true,1
ph_00403,ses_00346,stu_0049,game,923,true,true,true,2
ph_00404,ses_00346,stu_0049,social,606,true,true,true,2
ph_00405,ses_00347,stu_0049,video,1114,true,true,true,3
ph_00406,ses_00348,stu_0049,game,1021,true,true,true,4
ph_00407,ses_00348,stu_0049,game,1364,true,true,true,4
ph_00408,ses_00349,stu_0049,video,1116,true,true,true,1
ph_00409,ses_00349,stu_0049,communication,611,true,false,false,1
ph_00410,ses_00350,stu_0049,game,687,true,true,true,2
ph_00411,ses_00350,stu_0049,social,946,true,true,true,2
ph_00412,ses_00350,stu_0049,video,1261,true,true,true,2
ph_00413,ses_00351,stu_0049,social,365,true,true,false,3
ph_00414,ses_00351,stu_0049,game,235,true,true,false,3
ph_00415,ses_00352,stu_0049,social,923,true,true,true,4
ph_00416,ses_00352,stu_0049,other,1271,true,true,true,4
ph_00417,ses_00353,stu_0050,video,312,true,true,false,1
ph_00418,ses_00357,stu_0050,education,106,true,false,false,1
ph_00419,ses_00359,stu_0050,education,464,true,false,false,3
ph_00420,ses_00360,stu_0050,education,319,true,false,false,4
ph_00421,ses_00361,stu_0051,education,457,true,false,false,1
ph_00422,ses_00362,stu_0051,video,474,true,true,false,2
ph_00423,ses_00364,stu_0051,social,215,true,true,false,4
ph_00424,ses_00365,stu_0051,social,375,true,true,false,1
ph_00425,ses_00366,stu_0051,game,95,true,true,false,2
ph_00426,ses_00369,stu_0052,other,337,true,true,false,1
ph_00427,ses_00372,stu_0052,other,276,true,false,false,4
ph_00428,ses_00374,stu_0052,communication,175,true,false,false,2
ph_00429,ses_00379,stu_0053,other,32,true,false,false,3
ph_00430,ses_00380,stu_0053,game,70,true,true,false,4
ph_00431,ses_00382,stu_0053,education,35,true,false,false,2
ph_00432,ses_00384,stu_0053,education,110,true,false,false,4
ph_00433,ses_00388,stu_0054,video,433,true,true,false,4
ph_00434,ses_00389,stu_0054,education,388,true,false,false,1
ph_00435,ses_00391,stu_0054,communication,167,true,false,false,3
ph_00436,ses_00394,stu_0055,video,381,true,true,false,2
ph_00437,ses_00395,stu_0055,education,36,true,false,false,3
ph_00438,ses_00399,stu_0055,education,147,true,false,false,3
ph_00439,ses_00401,stu_0056,social,92,true,true,false,1
ph_00440,ses_00405,stu_0056,other,70,true,true,false,1
ph_00441,ses_00408,stu_0056,game,158,true,true,false,4
ph_00442,ses_00409,stu_0057,education,470,true,false,false,1
ph_00443,ses_00412,stu_0057,video,306,true,true,false,4
ph_00444,ses_00413,stu_0058,social,912,true,true,true,1
ph_00445,ses_00413,stu_0058,game,681,true,true,true,1
ph_00446,ses_00414,stu_0058,education,1264,true,false,false,2
ph_00447,ses_00414,stu_0058,video,792,true,true,true,2
ph_00448,ses_00414,stu_0058,communication,713,true,false,false,2
ph_00449,ses_00415,stu_0058,social,1147,true,true,true,3
ph_00450,ses_00415,stu_0058,social,875,true,true,true,3
ph_00451,ses_00416,stu_0058,social,919,true,true,true,4
ph_00452,ses_00417,stu_0058,social,1043,true,true,true,1
ph_00453,ses_00418,stu_0058,social,1097,true,true,true,2
ph_00454,ses_00418,stu_0058,education,1386,true,false,false,2
ph_00455,ses_00419,stu_0058,other,1389,true,true,true,3
ph_00456,ses_00419,stu_0058,video,1297,true,true,true,3
ph_00457,ses_00419,stu_0058,other,1244,true,false,false,3
ph_00458,ses_00420,stu_0058,social,549,true,true,false,4
