survey_response_id,respondent_role,student_id,item_id,answer_code,week_no
srv_00052,parent,stu_0005,qp_home_routine,shared_room,0
srv_00053,parent,stu_0005,qp_what_works,together_start,0
srv_00054,student,stu_0005,q_week_dropout_point,night,1
srv_00055,student,stu_0005,q_week_dropout_point,phone,2
srv_00056,student,stu_0005,q_week_dropout_point,night,3
srv_00057,student,stu_0005,q_week_dropout_point,night,4
srv_00058,student,stu_0006,q_chrono,mixed,0
srv_00059,student,stu_0006,q_start_vs_persist,start_harder,0
srv_00060,student,stu_0006,q_phone_reason,message,0
srv_00061,student,stu_0006,q_reward,goal_progress,0
srv_00062,student,stu_0006,q_anxiety,avoid,0
srv_00063,parent,stu_0006,qp_strength,creative,0
srv_00064,parent,stu_0006,qp_hard_subject,tarih,0
srv_00065,parent,stu_0006,qp_home_routine,library,0
srv_00066,parent,stu_0006,qp_what_works,reward,0
srv_00067,student,stu_0006,q_week_dropout_point,start,1
srv_00068,student,stu_0007,q_chrono,evening,0
srv_00069,student,stu_0007,q_start_vs_persist,persist_harder,0
srv_00070,student,stu_0007,q_phone_reason,message,0
srv_00071,student,stu_0007,q_reward,points,0
srv_00072,student,stu_0007,q_anxiety,ask_help,0
srv_00073,parent,stu_0007,qp_strength,curious,0
srv_00074,parent,stu_0007,qp_hard_subject,ingilizce,0
srv_00075,parent,stu_0007,qp_home_routine,quiet_desk,0
srv_00076,parent,stu_0007,qp_what_works,short_blocks,0
srv_00077,student,stu_0007,q_week_dropout_point,anxiety,3
srv_00078,student,stu_0007,q_week_dropout_point,anxiety,4
srv_00079,student,stu_0008,q_chrono,morning,0
srv_00080,student,stu_0008,q_start_vs_persist,both,0
srv_00081,student,stu_0008,q_phone_reason,message,0
srv_00082,student,stu_0008,q_reward,goal_progress,0
srv_00083,student,stu_0008,q_anxiety,ask_help,0
srv_00084,parent,stu_0008,qp_strength,disciplined,0
srv_00085,parent,stu_0008,qp_hard_subject,matematik,0
srv_00086,parent,stu_0008,qp_home_routine,noisy,0
srv_00087,parent,stu_0008,qp_what_works,reward,0
srv_00088,student,stu_0008,q_week_dropout_point,middle,1
srv_00089,student,stu_0008,q_week_dropout_point,night,2
srv_00090,student,stu_0008,q_week_dropout_point,night,3
srv_00091,student,stu_0009,q_chrono,mixed,0
srv_00092,student,stu_0009,q_start_vs_persist,persist_harder,0
srv_00093,student,stu_0009,q_phone_reason,message,0
srv_00094,student,stu_0009,q_reward,break,0
srv_00095,student,stu_0009,q_anxiety,freeze,0
srv_00096,parent,stu_0009,qp_strength,creative,0
srv_00097,parent,stu_0009,qp_hard_subject,fizik,0
srv_00098,parent,stu_0009,qp_home_routine,noisy,0
srv_00099,parent,stu_0009,qp_what_works,together_start,0
srv_00100,student,stu_0009,q_week_dropout_point,middle,1
srv_00101,student,stu_0010,q_chrono,evening,0
srv_00102,student,stu_0010,q_start_vs_persist,persist_harder,0
srv_00103,student,stu_0010,q_phone_reason,game,0
srv_00104,student,stu_0010,q_reward,points,0
srv_00105,student,stu_0010,q_anxiety,ask_help,0
srv_00106,parent,stu_0010,qp_strength,curious,0
srv_00107,parent,stu_0010,qp_hard_subject,kimya,0
srv_00108,parent,stu_0010,qp_home_routine,library,0
srv_00109,parent,stu_0010,qp_what_works,timer,0
srv_00110,student,stu_0010,q_week_dropout_point,anxiety,1
srv_00111,student,stu_0010,q_week_dropout_point,middle,4
srv_00112,student,stu_0011,q_chrono,mixed,0
srv_00113,student,stu_0011,q_start_vs_persist,persist_harder,0
srv_00114,student,stu_0011,q_phone_reason,game,0
srv_00115,student,stu_0011,q_reward,points,0
srv_00116,student,stu_0011,q_anxiety,rush,0
srv_00117,parent,stu_0011,qp_strength,curious,0
srv_00118,parent,stu_0011,qp_hard_subject,fizik,0
srv_00119,parent,stu_0011,qp_home_routine,quiet_desk,0
srv_00120,parent,stu_0011,qp_what_works,timer,0
srv_00121,student,stu_0011,q_week_dropout_point,anxiety,1
srv_00122,student,stu_0011,q_week_dropout_point,phone,2
srv_00123,student,stu_0011,q_week_dropout_point,phone,4
srv_00124,student,stu_0012,q_chrono,morning,0
srv_00125,student,stu_0012,q_start_vs_persist,persist_harder,0
srv_00126,student,stu_0012,q_phone_reason,boredom,0
srv_00127,student,stu_0012,q_reward,goal_progress,0
srv_00128,student,stu_0012,q_anxiety,rush,0
srv_00129,parent,stu_0012,qp_strength,disciplined,0
srv_00130,parent,stu_0012,qp_hard_subject,fizik,0
srv_00131,parent,stu_0012,qp_home_routine,noisy,0
srv_00132,parent,stu_0012,qp_what_works,reward,0
srv_00133,student,stu_0012,q_week_dropout_point,middle,1
srv_00134,student,stu_0012,q_week_dropout_point,phone,3
srv_00135,student,stu_0013,q_chrono,mixed,0
srv_00136,student,stu_0013,q_start_vs_persist,start_harder,0
srv_00137,student,stu_0013,q_phone_reason,video,0
srv_00138,student,stu_0013,q_reward,goal_progress,0
srv_00139,student,stu_0013,q_anxiety,rush,0
srv_00140,parent,stu_0013,qp_strength,social,0
srv_00141,parent,stu_0013,qp_hard_subject,fen,0
srv_00142,parent,stu_0013,qp_home_routine,shared_room,0
srv_00143,parent,stu_0013,qp_what_works,short_blocks,0
srv_00144,student,stu_0013,q_week_dropout_point,start,1
srv_00145,student,stu_0013,q_week_dropout_point,start,2
srv_00146,student,stu_0013,q_week_dropout_point,middle,4
srv_00147,student,stu_0014,q_chrono,mixed,0
srv_00148,student,stu_0014,q_start_vs_persist,persist_harder,0
srv_00149,student,stu_0014,q_phone_reason,video,0
srv_00150,student,stu_0014,q_reward,break,0
srv_00151,student,stu_0014,q_anxiety,ask_help,0
srv_00152,parent,stu_0014,qp_strength,disciplined,0
srv_00153,parent,stu_0014,qp_hard_subject,turkce,0
srv_00154,parent,stu_0014,qp_home_routine,library,0
srv_00155,parent,stu_0014,qp_what_works,short_blocks,0
srv_00156,student,stu_0014,q_week_dropout_point,phone,2
srv_00157,student,stu_0014,q_week_dropout_point,middle,4
srv_00158,student,stu_0015,q_chrono,mixed,0
srv_00159,student,stu_0015,q_start_vs_persist,both,0
srv_00160,student,stu_0015,q_phone_reason,boredom,0
srv_00161,student,stu_0015,q_reward,break,0
srv_00162,student,stu_0015,q_anxiety,ask_help,0
srv_00163,parent,stu_0015,qp_strength,social,0
srv_00164,parent,stu_0015,qp_hard_subject,matematik,0
srv_00165,parent,stu_0015,qp_home_routine,noisy,0
srv_00166,parent,stu_0015,qp_what_works,together_start,0
srv_00167,student,stu_0015,q_week_dropout_point,middle,1
srv_00168,student,stu_0015,q_week_dropout_point,anxiety,2
srv_00169,student,stu_0015,q_week_dropout_point,middle,3
srv_00170,student,stu_0015,q_week_dropout_point,phone,4
srv_00171,student,stu_0016,q_chrono,evening,0
srv_00172,student,stu_0016,q_start_vs_persist,start_harder,0
srv_00173,student,stu_0016,q_phone_reason,boredom,0
srv_00174,student,stu_0016,q_reward,goal_progress,0
srv_00175,student,stu_0016,q_anxiety,avoid,0
srv_00176,parent,stu_0016,qp_strength,disciplined,0
srv_00177,parent,stu_0016,qp_hard_subject,ingilizce,0
srv_00178,parent,stu_0016,qp_home_routine,noisy,0
srv_00179,parent,stu_0016,qp_what_works,timer,0
srv_00180,student,stu_0017,q_chrono,mixed,0
srv_00181,student,stu_0017,q_start_vs_persist,both,0
srv_00182,student,stu_0017,q_phone_reason,game,0
srv_00183,student,stu_0017,q_reward,break,0
srv_00184,student,stu_0017,q_anxiety,avoid,0
srv_00185,parent,stu_0017,qp_strength,creative,0
srv_00186,parent,stu_0017,qp_hard_subject,matematik,0
srv_00187,parent,stu_0017,qp_home_routine,shared_room,0
srv_00188,parent,stu_0017,qp_what_works,timer,0
srv_00189,student,stu_0017,q_week_dropout_point,phone,1
srv_00190,student,stu_0017,q_week_dropout_point,night,2
srv_00191,student,stu_0017,q_week_dropout_point,middle,3
srv_00192,student,stu_0018,q_chrono,mixed,0
srv_00193,student,stu_0018,q_start_vs_persist,both,0
srv_00194,student,stu_0018,q_phone_reason,video,0
srv_00195,student,stu_0018,q_reward,points,0
srv_00196,student,stu_0018,q_anxiety,avoid,0
srv_00197,parent,stu_0018,qp_strength,curious,0
srv_00198,parent,stu_0018,qp_hard_subject,tarih,0
srv_00199,parent,stu_0018,qp_home_routine,quiet_desk,0
srv_00200,parent,stu_0018,qp_what_works,timer,0
srv_00201,student,stu_0018,q_week_dropout_point,middle,2
srv_00202,student,stu_0018,q_week_dropout_point,middle,3
srv_00203,student,stu_0018,q_week_dropout_point,night,4
srv_00204,student,stu_0019,q_chrono,evening,0
srv_00205,student,stu_0019,q_start_vs_persist,both,0
srv_00206,student,stu_0019,q_phone_reason,message,0
srv_00207,student,stu_0019,q_reward,points,0
srv_00208,student,stu_0019,q_anxiety,avoid,0
srv_00209,parent,stu_0019,qp_strength,social,0
srv_00210,parent,stu_0019,qp_hard_subject,ingilizce,0
srv_00211,parent,stu_0019,qp_home_routine,noisy,0
srv_00212,parent,stu_0019,qp_what_works,reward,0
srv_00213,student,stu_0019,q_week_dropout_point,night,2
srv_00214,student,stu_0019,q_week_dropout_point,phone,3
srv_00215,student,stu_0019,q_week_dropout_point,start,4
srv_00216,student,stu_0020,q_chrono,mixed,0
srv_00217,student,stu_0020,q_start_vs_persist,both,0
srv_00218,student,stu_0020,q_phone_reason,social,0
srv_00219,student,stu_0020,q_reward,points,0
srv_00220,student,stu_0020,q_anxiety,avoid,0
srv_00221,parent,stu_0020,qp_strength,social,0
srv_00222,parent,stu_0020,qp_hard_subject,fizik,0
srv_00223,parent,stu_0020,qp_home_routine,library,0
srv_00224,parent,stu_0020,qp_what_works,short_blocks,0
srv_00225,student,stu_0020,q_week_dropout_point,middle,1
srv_00226,student,stu_0020,q_week_dropout_point,night,2
srv_00227,student,stu_0020,q_week_dropout_point,phone,3
srv_00228,student,stu_0021,q_chrono,evening,0
srv_00229,student,stu_0021,q_start_vs_persist,persist_harder,0
srv_00230,student,stu_0021,q_phone_reason,boredom,0
srv_00231,student,stu_0021,q_reward,goal_progress,0
srv_00232,student,stu_0021,q_anxiety,avoid,0
srv_00233,parent,stu_0021,qp_strength,creative,0
srv_00234,parent,stu_0021,qp_hard_subject,fen,0
srv_00235,parent,stu_0021,qp_home_routine,shared_room,0
srv_00236,parent,stu_0021,qp_what_works,timer,0
srv_00237,student,stu_0021,q_week_dropout_point,anxiety,1
srv_00238,student,stu_0021,q_week_dropout_point,phone,4
srv_00239,student,stu_0022,q_chrono,morning,0
srv_00240,student,stu_0022,q_start_vs_persist,both,0
srv_00241,student,stu_0022,q_phone_reason,boredom,0
srv_00242,student,stu_0022,q_reward,points,0
srv_00243,student,stu_0022,q_anxiety,avoid,0
srv_00244,parent,stu_0022,qp_strength,social,0
srv_00245,parent,stu_0022,qp_hard_subject,kimya,0
srv_00246,parent,stu_0022,qp_home_routine,library,0
srv_00247,parent,stu_0022,qp_what_works,timer,0
srv_00248,student,stu_0022,q_week_dropout_point,night,3
srv_00249,student,stu_0022,q_week_dropout_point,start,4
srv_00250,student,stu_0023,q_chrono,mixed,0
srv_00251,student,stu_0023,q_start_vs_persist,persist_harder,0
srv_00252,student,stu_0023,q_phone_reason,message,0
srv_00253,student,stu_0023,q_reward,points,0
srv_00254,student,stu_0023,q_anxiety,rush,0
srv_00255,parent,stu_0023,qp_strength,creative,0
srv_00256,parent,stu_0023,qp_hard_subject,turkce,0
srv_00257,parent,stu_0023,qp_home_routine,library,0
srv_00258,parent,stu_0023,qp_what_works,reward,0
srv_00259,student,stu_0023,q_week_dropout_point,middle,2
srv_00260,student,stu_0024,q_chrono,evening,0
srv_00261,student,stu_0024,q_start_vs_persist,start_harder,0
srv_00262,student,stu_0024,q_phone_reason,boredom,0
srv_00263,student,stu_0024,q_reward,goal_progress,0
srv_00264,student,stu_0024,q_anxiety,avoid,0
srv_00265,parent,stu_0024,qp_strength,disciplined,0
srv_00266,parent,stu_0024,qp_hard_subject,matematik,0
srv_00267,parent,stu_0024,qp_home_routine,shared_room,0
srv_00268,parent,stu_0024,qp_what_works,reward,0
srv_00269,student,stu_0024,q_week_dropout_point,night,1
srv_00270,student,stu_0024,q_week_dropout_point,phone,2
srv_00271,student,stu_0024,q_week_dropout_point,anxiety,3
srv_00272,student,stu_0024,q_week_dropout_point,anxiety,4
srv_00273,student,stu_0025,q_chrono,mixed,0
srv_00274,student,stu_0025,q_start_vs_persist,both,0
srv_00275,student,stu_0025,q_phone_reason,social,0
srv_00276,student,stu_0025,q_reward,points,0
srv_00277,student,stu_0025,q_anxiety,rush,0
srv_00278,parent,stu_0025,qp_strength,disciplined,0
srv_00279,parent,stu_0025,qp_hard_subject,turkce,0
srv_00280,parent,stu_0025,qp_home_routine,shared_room,0
srv_00281,parent,stu_0025,qp_what_works,short_blocks,0
srv_00282,student,stu_0025,q_week_dropout_point,night,2
srv_00283,student,stu_0025,q_week_dropout_point,anxiety,3
srv_00284,student,stu_0026,q_chrono,evening,0
srv_00285,student,stu_0026,q_start_vs_persist,persist_harder,0
srv_00286,student,stu_0026,q_phone_reason,message,0
srv_00287,student,stu_0026,q_reward,break,0
srv_00288,student,stu_0026,q_anxiety,avoid,0
srv_00289,parent,stu_0026,qp_strength,curious,0
srv_00290,parent,stu_0026,qp_hard_subject,fizik,0
srv_00291,parent,stu_0026,qp_home_routine,library,0
srv_00292,parent,stu_0026,qp_what_works,reward,0
srv_00293,student,stu_0026,q_week_dropout_point,phone,1
srv_00294,student,stu_0026,q_week_dropout_point,middle,2
srv_00295,student,stu_0026,q_week_dropout_point,anxiety,3
srv_00296,student,stu_0026,q_week_dropout_point,phone,4
srv_00297,student,stu_0027,q_chrono,mixed,0
srv_00298,student,stu_0027,q_start_vs_persist,start_harder,0
srv_00299,student,stu_0027,q_phone_reason,video,0
srv_00300,student,stu_0027,q_reward,goal_progress,0
srv_00301,student,stu_0027,q_anxiety,rush,0
srv_00302,parent,stu_0027,qp_strength,creative,0
srv_00303,parent,stu_0027,qp_hard_subject,fen,0
srv_00304,parent,stu_0027,qp_home_routine,quiet_desk,0
srv_00305,parent,stu_0027,qp_what_works,reward,0
srv_00306,student,stu_0028,q_chrono,mixed,0
srv_00307,student,stu_0028,q_start_vs_persist,both,0
srv_00308,student,stu_0028,q_phone_reason,message,0
srv_00309,student,stu_0028,q_reward,parent_praise,0
srv_00310,student,stu_0028,q_anxiety,ask_help,0
srv_00311,parent,stu_0028,qp_strength,disciplined,0
srv_00312,parent,stu_0028,qp_hard_subject,matematik,0
srv_00313,parent,stu_0028,qp_home_routine,quiet_desk,0
srv_00314,parent,stu_0028,qp_what_works,together_start,0
srv_00315,student,stu_0028,q_week_dropout_point,night,1
srv_00316,student,stu_0028,q_week_dropout_point,phone,4
srv_00317,student,stu_0029,q_chrono,evening,0
srv_00318,student,stu_0029,q_start_vs_persist,persist_harder,0
srv_00319,student,stu_0029,q_phone_reason,message,0
srv_00320,student,stu_0029,q_reward,points,0
srv_00321,student,stu_0029,q_anxiety,rush,0
srv_00322,parent,stu_0029,qp_strength,disciplined,0
srv_00323,parent,stu_0029,qp_hard_subject,fizik,0
srv_00324,parent,stu_0029,qp_home_routine,shared_room,0
srv_00325,parent,stu_0029,qp_what_works,together_start,0
srv_00326,student,stu_0029,q_week_dropout_point,phone,1
srv_00327,student,stu_0029,q_week_dropout_point,phone,2
srv_00328,student,stu_0030,q_chrono,mixed,0
srv_00329,student,stu_0030,q_start_vs_persist,persist_harder,0
srv_00330,student,stu_0030,q_phone_reason,message,0
srv_00331,student,stu_0030,q_reward,goal_progress,0
srv_00332,student,stu_0030,q_anxiety,ask_help,0
srv_00333,parent,stu_0030,qp_strength,disciplined,0
srv_00334,parent,stu_0030,qp_hard_subject,fizik,0
srv_00335,parent,stu_0030,qp_home_routine,quiet_desk,0
srv_00336,parent,stu_0030,qp_what_works,short_blocks,0
srv_00337,student,stu_0030,q_week_dropout_point,phone,2
srv_00338,student,stu_0030,q_week_dropout_point,anxiety,3
srv_00339,student,stu_0030,q_week_dropout_point,start,4
srv_00340,student,stu_0031,q_chrono,mixed,0
srv_00341,student,stu_0031,q_start_vs_persist,start_harder,0
srv_00342,student,stu_0031,q_phone_reason,video,0
srv_00343,student,stu_0031,q_reward,points,0
srv_00344,student,stu_0031,q_anxiety,rush,0
srv_00345,parent,stu_0031,qp_strength,disciplined,0
srv_00346,parent,stu_0031,qp_hard_subject,fizik,0
srv_00347,parent,stu_0031,qp_home_routine,noisy,0
srv_00348,parent,stu_0031,qp_what_works,together_start,0
srv_00349,student,stu_0031,q_week_dropout_point,middle,1
srv_00350,student,stu_0031,q_week_dropout_point,phone,2
srv_00351,student,stu_0032,q_chrono,evening,0
srv_00352,student,stu_0032,q_start_vs_persist,both,0
srv_00353,student,stu_0032,q_phone_reason,social,0
srv_00354,student,stu_0032,q_reward,points,0
srv_00355,student,stu_0032,q_anxiety,ask_help,0
srv_00356,parent,stu_0032,qp_strength,creative,0
srv_00357,parent,stu_0032,qp_hard_subject,matematik,0
srv_00358,parent,stu_0032,qp_home_routine,shared_room,0
srv_00359,parent,stu_0032,qp_what_works,short_blocks,0
srv_00360,student,stu_0032,q_week_dropout_point,start,2
srv_00361,student,stu_0033,q_chrono,morning,0
srv_00362,student,stu_0033,q_start_vs_persist,start_harder,0
srv_00363,student,stu_0033,q_phone_reason,video,0
srv_00364,student,stu_0033,q_reward,goal_progress,0
srv_00365,student,stu_0033,q_anxiety,rush,0
srv_00366,parent,stu_0033,qp_strength,disciplined,0
srv_00367,parent,stu_0033,qp_hard_subject,fen,0
srv_00368,parent,stu_0033,qp_home_routine,quiet_desk,0
srv_00369,parent,stu_0033,qp_what_works,short_blocks,0
srv_00370,student,stu_0033,q_week_dropout_point,phone,1
srv_00371,student,stu_0033,q_week_dropout_point,night,2
srv_00372,student,stu_0033,q_week_dropout_point,middle,3
srv_00373,student,stu_0033,q_week_dropout_point,start,4
srv_00374,student,stu_0034,q_chrono,morning,0
srv_00375,student,stu_0034,q_start_vs_persist,persist_harder,0
srv_00376,student,stu_0034,q_phone_reason,social,0
srv_00377,student,stu_0034,q_reward,goal_progress,0
srv_00378,student,stu_0034,q_anxiety,rush,0
srv_00379,parent,stu_0034,qp_strength,disciplined,0
srv_00380,parent,stu_0034,qp_hard_subject,turkce,0
srv_00381,parent,stu_0034,qp_home_routine,shared_room,0
srv_00382,parent,stu_0034,qp_what_works,short_blocks,0
srv_00383,student,stu_0034,q_week_dropout_point,start,1
srv_00384,student,stu_0034,q_week_dropout_point,phone,3
srv_00385,student,stu_0034,q_week_dropout_point,middle,4
srv_00386,student,stu_0035,q_chrono,morning,0
srv_00387,student,stu_0035,q_start_vs_persist,persist_harder,0
srv_00388,student,stu_0035,q_phone_reason,video,0
srv_00389,student,stu_0035,q_reward,goal_progress,0
srv_00390,student,stu_0035,q_anxiety,rush,0
srv_00391,parent,stu_0035,qp_strength,disciplined,0
srv_00392,parent,stu_0035,qp_hard_subject,matematik,0
srv_00393,parent,stu_0035,qp_home_routine,shared_room,0
srv_00394,parent,stu_0035,qp_what_works,together_start,0
srv_00395,student,stu_0035,q_week_dropout_point,phone,3
srv_00396,student,stu_0035,q_week_dropout_point,middle,4
srv_00397,student,stu_0036,q_chrono,evening,0
srv_00398,student,stu_0036,q_start_vs_persist,start_harder,0
srv_00399,student,stu_0036,q_phone_reason,social,0
srv_00400,student,stu_0036,q_reward,goal_progress,0
srv_00401,student,stu_0036,q_anxiety,freeze,0
srv_00402,parent,stu_0036,qp_strength,curious,0
srv_00403,parent,stu_0036,qp_hard_subject,ingilizce,0
srv_00404,parent,stu_0036,qp_home_routine,library,0
srv_00405,parent,stu_0036,qp_what_works,short_blocks,0
srv_00406,student,stu_0036,q_week_dropout_point,anxiety,1
srv_00407,student,stu_0036,q_week_dropout_point,middle,3
srv_00408,student,stu_0037,q_chrono,evening,0
srv_00409,student,stu_0037,q_start_vs_persist,both,0
srv_00410,student,stu_0037,q_phone_reason,video,0
srv_00411,student,stu_0037,q_reward,points,0
srv_00412,student,stu_0037,q_anxiety,avoid,0
srv_00413,parent,stu_0037,qp_strength,disciplined,0
srv_00414,parent,stu_0037,qp_hard_subject,turkce,0
srv_00415,parent,stu_0037,qp_home_routine,shared_room,0
srv_00416,parent,stu_0037,qp_what_works,together_start,0
srv_00417,student,stu_0038,q_chrono,morning,0
srv_00418,student,stu_0038,q_start_vs_persist,start_harder,0
srv_00419,student,stu_0038,q_phone_reason,boredom,0
srv_00420,student,stu_0038,q_reward,points,0
srv_00421,student,stu_0038,q_anxiety,freeze,0
srv_00422,parent,stu_0038,qp_strength,social,0
srv_00423,parent,stu_0038,qp_hard_subject,matematik,0
srv_00424,parent,stu_0038,qp_home_routine,noisy,0
srv_00425,parent,stu_0038,qp_what_works,short_blocks,0
srv_00426,student,stu_0038,q_week_dropout_point,phone,2
srv_00427,student,stu_0038,q_week_dropout_point,middle,3
srv_00428,student,stu_0039,q_chrono,mixed,0
srv_00429,student,stu_0039,q_start_vs_persist,start_harder,0
srv_00430,student,stu_0039,q_phone_reason,game,0
srv_00431,student,stu_0039,q_reward,goal_progress,0
srv_00432,student,stu_0039,q_anxiety,freeze,0
srv_00433,parent,stu_0039,qp_strength,disciplined,0
srv_00434,parent,stu_0039,qp_hard_subject,fen,0
srv_00435,parent,stu_0039,qp_home_routine,quiet_desk,0
srv_00436,parent,stu_0039,qp_what_works,together_start,0
srv_00437,student,stu_0039,q_week_dropout_point,start,1
srv_00438,student,stu_0039,q_week_dropout_point,middle,2
srv_00439,student,stu_0039,q_week_dropout_point,start,4
srv_00440,student,stu_0040,q_chrono,evening,0
srv_00441,student,stu_0040,q_start_vs_persist,both,0
srv_00442,student,stu_0040,q_phone_reason,message,0
srv_00443,student,stu_0040,q_reward,points,0
srv_00444,student,stu_0040,q_anxiety,ask_help,0
srv_00445,parent,stu_0040,qp_strength,social,0
srv_00446,parent,stu_0040,qp_hard_subject,matematik,0
srv_00447,parent,stu_0040,qp_home_routine,library,0
srv_00448,parent,stu_0040,qp_what_works,timer,0
srv_00449,student,stu_0041,q_chrono,evening,0
srv_00450,student,stu_0041,q_start_vs_persist,start_harder,0
srv_00451,student,stu_0041,q_phone_reason,video,0
srv_00452,student,stu_0041,q_reward,parent_praise,0
srv_00453,student,stu_0041,q_anxiety,rush,0
srv_00454,parent,stu_0041,qp_strength,social,0
srv_00455,parent,stu_0041,qp_hard_subject,kimya,0
srv_00456,parent,stu_0041,qp_home_routine,library,0
srv_00457,parent,stu_0041,qp_what_works,timer,0
srv_00458,student,stu_0041,q_week_dropout_point,phone,2
srv_00459,student,stu_0041,q_week_dropout_point,phone,4
srv_00460,student,stu_0042,q_chrono,morning,0
srv_00461,student,stu_0042,q_start_vs_persist,persist_harder,0
srv_00462,student,stu_0042,q_phone_reason,game,0
srv_00463,student,stu_0042,q_reward,points,0
srv_00464,student,stu_0042,q_anxiety,freeze,0
srv_00465,parent,stu_0042,qp_strength,curious,0
srv_00466,parent,stu_0042,qp_hard_subject,fen,0
srv_00467,parent,stu_0042,qp_home_routine,noisy,0
srv_00468,parent,stu_0042,qp_what_works,together_start,0
srv_00469,student,stu_0042,q_week_dropout_point,anxiety,1
srv_00470,student,stu_0042,q_week_dropout_point,middle,3
srv_00471,student,stu_0042,q_week_dropout_point,night,4
srv_00472,student,stu_0043,q_chrono,morning,0
srv_00473,student,stu_0043,q_start_vs_persist,both,0
srv_00474,student,stu_0043,q_phone_reason,game,0
srv_00475,student,stu_0043,q_reward,parent_praise,0
srv_00476,student,stu_0043,q_anxiety,freeze,0
srv_00477,parent,stu_0043,qp_strength,social,0
srv_00478,parent,stu_0043,qp_hard_subject,kimya,0
srv_00479,parent,stu_0043,qp_home_routine,shared_room,0
srv_00480,parent,stu_0043,qp_what_works,timer,0
srv_00481,student,stu_0043,q_week_dropout_point,phone,3
srv_00482,student,stu_0043,q_week_dropout_point,start,4
srv_00483,student,stu_0044,q_chrono,morning,0
srv_00484,student,stu_0044,q_start_vs_persist,persist_harder,0
srv_00485,student,stu_0044,q_phone_reason,video,0
srv_00486,student,stu_0044,q_reward,parent_praise,0
srv_00487,student,stu_0044,q_anxiety,ask_help,0
srv_00488,parent,stu_0044,qp_strength,disciplined,0
srv_00489,parent,stu_0044,qp_hard_subject,matematik,0
srv_00490,parent,stu_0044,qp_home_routine,quiet_desk,0
srv_00491,parent,stu_0044,qp_what_works,timer,0
srv_00492,student,stu_0044,q_week_dropout_point,phone,3
srv_00493,student,stu_0045,q_chrono,evening,0
srv_00494,student,stu_0045,q_start_vs_persist,persist_harder,0
srv_00495,student,stu_0045,q_phone_reason,social,0
srv_00496,student,stu_0045,q_reward,break,0
srv_00497,student,stu_0045,q_anxiety,freeze,0
srv_00498,parent,stu_0045,qp_strength,social,0
srv_00499,parent,stu_0045,qp_hard_subject,ingilizce,0
srv_00500,parent,stu_0045,qp_home_routine,shared_room,0
